11/02/2016 12:19:32 a.m..46 127.0.0.1	 CodeSection en 0
18/08/2016 09:08:38 p.m..22 127.0.0.1	 CodeSection en 0
18/08/2016 09:10:32 p.m..42 127.0.0.1	 CodeSection en 0
18/08/2016 09:12:48 p.m..17 127.0.0.1	 CodeSection en 0
18/08/2016 09:16:39 p.m..34 127.0.0.1	 CodeSection en 0
22/08/2016 07:23:07 p.m..26 127.0.0.1	 CodeSection en 0
22/08/2016 07:49:58 p.m..66 127.0.0.1	 CodeSection en 0
22/08/2016 07:56:46 p.m..18 127.0.0.1	 CodeSection en 0
22/08/2016 08:12:16 p.m..55 127.0.0.1	 CodeSection en 0
22/08/2016 08:29:51 p.m..61 127.0.0.1	 CodeSection en 0
23/08/2016 03:23:01 p.m..13 127.0.0.1	 CodeSection en 0
23/08/2016 03:24:21 p.m..12 127.0.0.1	 CodeSection en 0
23/08/2016 03:31:04 p.m..68 127.0.0.1	 CodeSection en 0
23/08/2016 03:33:53 p.m..93 127.0.0.1	 CodeSection en 0
23/08/2016 03:40:56 p.m..44 127.0.0.1	 CodeSection en 0
23/08/2016 03:44:37 p.m..63 127.0.0.1	 CodeSection en 0
23/08/2016 03:47:14 p.m..41 127.0.0.1	 CodeSection en 0
23/08/2016 03:49:59 p.m..43 127.0.0.1	 CodeSection en 0
23/08/2016 03:56:23 p.m..48 127.0.0.1	 CodeSection en 0
25/08/2016 08:01:13 p.m..90 127.0.0.1	 CodeSection en 0
25/08/2016 08:05:11 p.m..16 127.0.0.1	 CodeSection en 0
27/08/2016 05:13:45 p.m..39 127.0.0.1	 CodeSection en 0
27/08/2016 05:16:57 p.m..18 127.0.0.1	 CodeSection en 0
27/08/2016 05:20:44 p.m..59 127.0.0.1	 CodeSection en 0
27/08/2016 05:21:41 p.m..19 127.0.0.1	 CodeSection en 0
27/08/2016 05:24:44 p.m..04 127.0.0.1	 CodeSection en 0
27/08/2016 05:26:53 p.m..91 127.0.0.1	 CodeSection en 0
27/08/2016 05:31:22 p.m..54 127.0.0.1	 CodeSection en 0
27/08/2016 05:37:10 p.m..48 127.0.0.1	 CodeSection en 0
27/08/2016 05:39:46 p.m..70 127.0.0.1	 CodeSection en 0
27/08/2016 05:41:51 p.m..46 127.0.0.1	 CodeSection en 0
27/08/2016 05:44:01 p.m..25 127.0.0.1	 CodeSection en 0
27/08/2016 05:45:21 p.m..52 127.0.0.1	 CodeSection en 0
27/08/2016 05:57:13 p.m..49 127.0.0.1	 CodeSection en 0
27/08/2016 06:13:37 p.m..27 127.0.0.1	 CodeSection en 0
27/08/2016 06:16:54 p.m..32 127.0.0.1	 CodeSection en 0
27/08/2016 06:58:01 p.m..24 127.0.0.1	 CodeSection en 0
27/08/2016 07:01:27 p.m..05 127.0.0.1	 CodeSection en 0
27/08/2016 07:03:43 p.m..52 127.0.0.1	 CodeSection en 0
27/08/2016 07:05:25 p.m..77 127.0.0.1	 CodeSection en 0
27/08/2016 07:30:53 p.m..38 127.0.0.1	 CodeSection en 0
27/08/2016 07:41:11 p.m..10 127.0.0.1	 CodeSection en 0
28/08/2016 12:47:34 p.m..20 127.0.0.1	 CodeSection en 0
28/08/2016 12:51:00 p.m..57 127.0.0.1	 CodeSection en 0
28/08/2016 12:52:36 p.m..94 127.0.0.1	 CodeSection en 0
28/08/2016 04:28:39 p.m..57 127.0.0.1	 CodeSection en 0
28/08/2016 04:41:01 p.m..45 127.0.0.1	 CodeSection en 0
28/08/2016 04:42:32 p.m..23 127.0.0.1	 CodeSection en 0
28/08/2016 04:45:02 p.m..67 127.0.0.1	 CodeSection en 0
28/08/2016 04:54:16 p.m..83 127.0.0.1	 CodeSection en 0
28/08/2016 04:56:12 p.m..65 127.0.0.1	 CodeSection en 0
28/08/2016 04:57:27 p.m..29 127.0.0.1	 CodeSection en 0
28/08/2016 04:57:57 p.m..57 127.0.0.1	 CodeSection en 0
28/08/2016 04:58:22 p.m..67 127.0.0.1	 CodeSection en 0
28/08/2016 04:58:40 p.m..41 127.0.0.1	 CodeSection en 0
28/08/2016 04:59:50 p.m..03 127.0.0.1	 CodeSection en 0
28/08/2016 04:59:57 p.m..38 127.0.0.1	 CodeSection en 0
28/08/2016 05:00:03 p.m..11 127.0.0.1	 CodeSection en 0
28/08/2016 05:00:28 p.m..59 127.0.0.1	 CodeSection en 0
28/08/2016 05:00:38 p.m..06 127.0.0.1	 CodeSection en 0
28/08/2016 05:01:59 p.m..63 127.0.0.1	 CodeSection en 0
28/08/2016 05:06:55 p.m..32 127.0.0.1	 CodeSection en 0
28/08/2016 05:09:03 p.m..27 127.0.0.1	 CodeSection en 0
28/08/2016 05:09:59 p.m..61 127.0.0.1	 CodeSection en 0
28/08/2016 05:12:02 p.m..39 127.0.0.1	 CodeSection en 0
28/08/2016 05:13:38 p.m..00 127.0.0.1	 CodeSection en 0
28/08/2016 05:15:38 p.m..73 127.0.0.1	 CodeSection en 0
28/08/2016 05:16:59 p.m..18 127.0.0.1	 CodeSection en 0
28/08/2016 05:27:12 p.m..97 127.0.0.1	 CodeSection en 0
28/08/2016 05:30:48 p.m..05 127.0.0.1	 CodeSection en 0
28/08/2016 08:19:30 p.m..81 127.0.0.1	 CodeSection en 0
28/08/2016 08:32:52 p.m..02 127.0.0.1	 CodeSection en 0
28/08/2016 08:53:28 p.m..34 127.0.0.1	 CodeSection en 0
28/08/2016 09:38:28 p.m..85 127.0.0.1	 CodeSection en 0
28/08/2016 09:42:05 p.m..02 127.0.0.1	 CodeSection en 0
28/08/2016 09:45:19 p.m..64 127.0.0.1	 CodeSection en 0
28/08/2016 09:46:30 p.m..06 127.0.0.1	 CodeSection en 0
28/08/2016 10:07:57 p.m..65 127.0.0.1	 CodeSection en 0
28/08/2016 10:19:36 p.m..44 127.0.0.1	 CodeSection en 0
28/08/2016 10:49:27 p.m..63 127.0.0.1	 CodeSection en 0
28/08/2016 10:50:54 p.m..82 127.0.0.1	 CodeSection en 0
28/08/2016 10:59:47 p.m..05 127.0.0.1	 CodeSection en 0
28/08/2016 11:02:35 p.m..86 127.0.0.1	 CodeSection en 0
28/08/2016 11:06:40 p.m..16 127.0.0.1	 CodeSection en 0
29/08/2016 10:09:45 a.m..05 127.0.0.1	 CodeSection en 0
29/08/2016 10:10:20 a.m..81 127.0.0.1	 CodeSection en 0
29/08/2016 10:19:09 a.m..38 127.0.0.1	 CodeSection en 0
29/08/2016 04:56:59 p.m..98 127.0.0.1	 CodeSection en 0
29/08/2016 05:01:24 p.m..54 127.0.0.1	 CodeSection en 0
29/08/2016 05:20:49 p.m..96 127.0.0.1	 CodeSection en 0
30/08/2016 01:10:52 p.m..85 127.0.0.1	 CodeSection en 0
30/08/2016 01:20:32 p.m..31 127.0.0.1	 CodeSection en 0
30/08/2016 01:21:25 p.m..57 127.0.0.1	 CodeSection en 0
30/08/2016 01:23:27 p.m..19 127.0.0.1	 CodeSection en 0
30/08/2016 01:33:07 p.m..26 127.0.0.1	 CodeSection en 0
01/09/2016 06:06:34 p.m..31 127.0.0.1	 CodeSection en 0
01/09/2016 06:31:12 p.m..21 127.0.0.1	 CodeSection en 0
01/09/2016 06:38:16 p.m..73 127.0.0.1	 CodeSection en 0
12/09/2016 08:24:20 p.m..63 127.0.0.1	 CodeSection en 0
16/09/2016 12:44:10 p.m..18 127.0.0.1	 CodeSection en 0
16/09/2016 12:50:59 p.m..93 127.0.0.1	 CodeSection en 0
16/09/2016 01:03:43 p.m..77 127.0.0.1	 CodeSection en 0
16/09/2016 01:07:28 p.m..15 127.0.0.1	 CodeSection en 0
16/09/2016 01:14:06 p.m..84 127.0.0.1	 CodeSection en 0
16/09/2016 03:07:11 p.m..47 127.0.0.1	 CodeSection en 0
16/09/2016 03:09:47 p.m..38 127.0.0.1	 CodeSection en 0
16/09/2016 03:19:19 p.m..64 127.0.0.1	 CodeSection en 0
16/09/2016 03:31:15 p.m..48 127.0.0.1	 CodeSection en 0
16/09/2016 03:56:23 p.m..91 127.0.0.1	 CodeSection en 0
24/09/2016 12:09:12 a.m..01 127.0.0.1	 CodeSection en 0
24/09/2016 12:18:47 a.m..61 127.0.0.1	 CodeSection en 0
24/09/2016 01:08:26 a.m..01 127.0.0.1	 CodeSection en 0
24/09/2016 01:09:36 a.m..02 127.0.0.1	 CodeSection en 0
24/09/2016 01:22:00 a.m..04 127.0.0.1	 CodeSection en 0
24/09/2016 01:24:33 a.m..55 127.0.0.1	 CodeSection en 0
24/09/2016 01:25:35 a.m..85 127.0.0.1	 CodeSection en 0
24/09/2016 01:26:05 a.m..00 127.0.0.1	 CodeSection en 0
24/09/2016 01:26:35 a.m..28 127.0.0.1	 CodeSection en 0
24/09/2016 01:27:57 a.m..94 127.0.0.1	 CodeSection en 0
24/09/2016 01:30:06 a.m..03 127.0.0.1	 CodeSection en 0
24/09/2016 01:31:53 a.m..91 127.0.0.1	 CodeSection en 0
24/09/2016 01:32:56 a.m..16 127.0.0.1	 CodeSection en 0
24/09/2016 01:36:28 a.m..94 127.0.0.1	 CodeSection en 0
24/09/2016 01:39:41 a.m..64 127.0.0.1	 CodeSection en 0
24/09/2016 05:02:02 p.m..55 127.0.0.1	 CodeSection en 0
24/09/2016 06:13:51 p.m..96 127.0.0.1	 CodeSection en 0
24/09/2016 06:16:01 p.m..55 127.0.0.1	 CodeSection en 0
24/09/2016 06:23:37 p.m..01 127.0.0.1	 CodeSection en 0
24/09/2016 06:27:24 p.m..46 127.0.0.1	 CodeSection en 0
24/09/2016 06:27:52 p.m..40 127.0.0.1	 CodeSection en 0
24/09/2016 06:29:02 p.m..24 127.0.0.1	 CodeSection en 0
24/09/2016 06:31:05 p.m..34 127.0.0.1	 CodeSection en 0
11/10/2016 01:50:05 p.m..97 127.0.0.1	 CodeSection en 0
11/10/2016 01:54:33 p.m..68 127.0.0.1	 CodeSection en 0
11/10/2016 02:49:12 p.m..49 127.0.0.1	 CodeSection en 0
11/10/2016 02:51:29 p.m..35 127.0.0.1	 CodeSection en 0
11/10/2016 02:52:11 p.m..21 127.0.0.1	 CodeSection en 0
11/10/2016 02:57:27 p.m..78 127.0.0.1	 CodeSection en 0
11/10/2016 02:58:23 p.m..61 127.0.0.1	 CodeSection en 0
11/10/2016 04:27:16 p.m..99 127.0.0.1	 CodeSection en 0
11/10/2016 04:27:42 p.m..20 127.0.0.1	 CodeSection en 0
11/10/2016 04:27:54 p.m..39 127.0.0.1	 CodeSection en 0
11/10/2016 04:31:45 p.m..79 127.0.0.1	 CodeSection en 0
11/10/2016 04:32:51 p.m..49 127.0.0.1	 CodeSection en 0
11/10/2016 04:34:42 p.m..31 127.0.0.1	 CodeSection en 0
11/10/2016 04:36:38 p.m..04 127.0.0.1	 CodeSection en 0
11/10/2016 05:02:42 p.m..89 127.0.0.1	 CodeSection en 0
11/10/2016 05:14:53 p.m..57 127.0.0.1	 CodeSection en 0
11/10/2016 05:18:07 p.m..71 127.0.0.1	 CodeSection en 0
11/10/2016 05:19:31 p.m..00 127.0.0.1	 CodeSection en 0
12/10/2016 08:32:43 p.m..05 127.0.0.1	 CodeSection en 0
12/10/2016 08:39:57 p.m..14 127.0.0.1	 CodeSection en 0
12/10/2016 08:48:02 p.m..71 127.0.0.1	 CodeSection en 0
12/10/2016 09:02:19 p.m..37 127.0.0.1	 CodeSection en 0
12/10/2016 09:05:08 p.m..55 127.0.0.1	 CodeSection en 0
12/10/2016 09:06:43 p.m..89 127.0.0.1	 CodeSection en 0
14/10/2016 01:49:49 p.m..74 127.0.0.1	 CodeSection en 0
14/10/2016 02:04:11 p.m..12 127.0.0.1	 CodeSection en 0
14/10/2016 02:08:27 p.m..11 127.0.0.1	 CodeSection en 0
14/10/2016 07:00:12 p.m..20 127.0.0.1	 CodeSection en 0
14/10/2016 07:34:13 p.m..96 127.0.0.1	 CodeSection en 0
14/10/2016 07:35:42 p.m..75 127.0.0.1	 CodeSection en 0
15/10/2016 06:39:51 p.m..34 127.0.0.1	 CodeSection en 0
15/10/2016 06:42:23 p.m..27 127.0.0.1	 CodeSection en 0
15/10/2016 07:11:44 p.m..16 127.0.0.1	 CodeSection en 0
16/10/2016 06:25:43 p.m..13 127.0.0.1	 CodeSection en 0
16/10/2016 06:32:05 p.m..21 127.0.0.1	 CodeSection en 0
16/10/2016 06:53:06 p.m..33 127.0.0.1	 CodeSection en 0
16/10/2016 07:00:14 p.m..92 127.0.0.1	 CodeSection en 0
16/10/2016 07:01:07 p.m..30 127.0.0.1	 CodeSection en 0
16/10/2016 07:35:52 p.m..45 127.0.0.1	 CodeSection en 0
16/10/2016 11:18:17 p.m..61 127.0.0.1	 CodeSection en 0
16/10/2016 11:56:16 p.m..40 127.0.0.1	 CodeSection en 0
20/10/2016 07:34:00 p.m..22 127.0.0.1	 CodeSection en 0
20/10/2016 08:20:18 p.m..41 127.0.0.1	 CodeSection en 0
20/10/2016 08:25:11 p.m..84 127.0.0.1	 CodeSection en 0
20/10/2016 08:37:19 p.m..01 127.0.0.1	 CodeSection en 0
21/10/2016 03:48:34 p.m..63 127.0.0.1	 CodeSection en 0
21/10/2016 03:54:31 p.m..19 127.0.0.1	 CodeSection en 0
21/10/2016 03:56:37 p.m..44 127.0.0.1	 CodeSection en 0
21/10/2016 07:33:45 p.m..75 127.0.0.1	 CodeSection en 0
21/10/2016 07:33:48 p.m..34 127.0.0.1	 CodeSection en 0
21/10/2016 07:33:52 p.m..80 127.0.0.1	 CodeSection en 0
21/10/2016 07:34:02 p.m..75 127.0.0.1	 CodeSection en 0
21/10/2016 07:47:54 p.m..53 127.0.0.1	 CodeSection en 0
21/10/2016 08:06:15 p.m..63 127.0.0.1	 CodeSection en 0
21/10/2016 08:07:51 p.m..43 127.0.0.1	 CodeSection en 0
21/10/2016 08:09:12 p.m..21 127.0.0.1	 CodeSection en 0
21/10/2016 08:26:38 p.m..36 127.0.0.1	 CodeSection en 0
22/10/2016 12:23:46 a.m..53 127.0.0.1	 CodeSection en 0
22/10/2016 12:27:04 a.m..75 127.0.0.1	 CodeSection en 0
22/10/2016 12:28:25 a.m..50 127.0.0.1	 CodeSection en 0
22/10/2016 12:31:14 a.m..86 127.0.0.1	 CodeSection en 0
22/10/2016 12:33:33 a.m..00 127.0.0.1	 CodeSection en 0
22/10/2016 12:43:23 a.m..69 127.0.0.1	 CodeSection en 0
22/10/2016 01:00:51 a.m..73 127.0.0.1	 CodeSection en 0
22/10/2016 01:06:52 a.m..38 127.0.0.1	 CodeSection en 0
22/10/2016 01:11:12 a.m..63 127.0.0.1	 CodeSection en 0
23/10/2016 07:40:24 p.m..30 127.0.0.1	 CodeSection en 0
23/10/2016 07:43:03 p.m..55 127.0.0.1	 CodeSection en 0
23/10/2016 07:43:16 p.m..63 127.0.0.1	 CodeSection en 0
23/10/2016 07:45:37 p.m..28 127.0.0.1	 CodeSection en 0
23/10/2016 07:48:48 p.m..88 127.0.0.1	 CodeSection en 0
23/10/2016 07:49:34 p.m..56 127.0.0.1	 CodeSection en 0
23/10/2016 07:49:56 p.m..83 127.0.0.1	 CodeSection en 0
23/10/2016 07:50:18 p.m..60 127.0.0.1	 CodeSection en 0
23/10/2016 07:52:42 p.m..27 127.0.0.1	 CodeSection en 0
23/10/2016 07:52:43 p.m..73 127.0.0.1	 CodeSection en 0
24/10/2016 01:57:55 p.m..06 127.0.0.1	 CodeSection en 0
24/10/2016 01:57:57 p.m..96 127.0.0.1	 CodeSection en 0
24/10/2016 02:44:21 p.m..70 127.0.0.1	 CodeSection en 0
24/10/2016 02:46:29 p.m..27 127.0.0.1	 CodeSection en 0
24/10/2016 02:46:30 p.m..69 127.0.0.1	 CodeSection en 0
24/10/2016 02:50:19 p.m..07 127.0.0.1	 CodeSection en 0
24/10/2016 02:58:03 p.m..05 127.0.0.1	 CodeSection en 0
24/10/2016 03:15:51 p.m..58 127.0.0.1	 CodeSection en 0
24/10/2016 03:17:27 p.m..21 127.0.0.1	 CodeSection en 0
24/10/2016 03:18:03 p.m..85 127.0.0.1	 CodeSection en 0
24/10/2016 03:19:22 p.m..40 127.0.0.1	 CodeSection en 0
24/10/2016 03:19:47 p.m..87 127.0.0.1	 CodeSection en 0
24/10/2016 03:21:49 p.m..49 127.0.0.1	 CodeSection en 0
24/10/2016 03:22:01 p.m..88 127.0.0.1	 CodeSection en 0
24/10/2016 03:23:44 p.m..38 127.0.0.1	 CodeSection en 0
24/10/2016 03:23:55 p.m..57 127.0.0.1	 CodeSection en 0
24/10/2016 03:28:12 p.m..93 127.0.0.1	 CodeSection en 0
24/10/2016 03:29:09 p.m..66 127.0.0.1	 CodeSection en 0
24/10/2016 06:38:00 p.m..44 127.0.0.1	 CodeSection en 0
24/10/2016 06:43:49 p.m..88 127.0.0.1	 CodeSection en 0
24/10/2016 06:44:34 p.m..27 127.0.0.1	 CodeSection en 0
24/10/2016 06:45:57 p.m..70 127.0.0.1	 CodeSection en 0
24/10/2016 06:50:07 p.m..25 127.0.0.1	 CodeSection en 0
24/10/2016 07:01:04 p.m..76 127.0.0.1	 CodeSection en 0
24/10/2016 07:02:38 p.m..52 127.0.0.1	 CodeSection en 0
24/10/2016 07:02:56 p.m..98 127.0.0.1	 CodeSection en 0
24/10/2016 07:03:19 p.m..72 127.0.0.1	 CodeSection en 0
24/10/2016 07:07:17 p.m..38 127.0.0.1	 CodeSection en 0
24/10/2016 07:07:19 p.m..08 127.0.0.1	 CodeSection en 0
24/10/2016 08:08:35 p.m..92 127.0.0.1	 CodeSection en 0
24/10/2016 08:10:47 p.m..27 127.0.0.1	 CodeSection en 0
24/10/2016 08:13:08 p.m..09 127.0.0.1	 CodeSection en 0
24/10/2016 08:15:08 p.m..59 127.0.0.1	 CodeSection en 0
25/10/2016 07:27:44 p.m..23 127.0.0.1	 CodeSection en 0
25/10/2016 07:29:35 p.m..73 127.0.0.1	 CodeSection en 0
28/10/2016 06:18:55 p.m..63 127.0.0.1	 CodeSection en 0
28/10/2016 06:19:12 p.m..72 127.0.0.1	 CodeSection en 0
28/10/2016 06:19:35 p.m..03 127.0.0.1	 CodeSection en 0
28/10/2016 06:21:06 p.m..91 127.0.0.1	 CodeSection en 0
28/10/2016 06:21:41 p.m..20 127.0.0.1	 CodeSection en 0
28/10/2016 06:24:56 p.m..11 127.0.0.1	 CodeSection en 0
28/10/2016 07:05:53 p.m..66 127.0.0.1	 CodeSection en 0
28/10/2016 07:16:31 p.m..91 127.0.0.1	 CodeSection en 0
28/10/2016 07:25:39 p.m..05 127.0.0.1	 CodeSection en 0
28/10/2016 07:42:33 p.m..30 127.0.0.1	 CodeSection en 0
15/03/2017 09:35:06 p.m..77 127.0.0.1	 CodeSection en 0
12/05/2017 08:09:50 p.m..75 127.0.0.1	 CodeSection en 0
12/05/2017 08:09:55 p.m..63 127.0.0.1	 CodeSection en 0
12/05/2017 08:10:17 p.m..93 127.0.0.1	 CodeSection en 0
12/05/2017 08:10:29 p.m..57 127.0.0.1	 CodeSection en 0
12/05/2017 08:11:10 p.m..26 127.0.0.1	 CodeSection en 0
12/05/2017 08:17:51 p.m..34 127.0.0.1	 CodeSection en 0
14/05/2017 03:13:01 a.m..98 127.0.0.1	 CodeSection en 0
14/05/2017 03:13:06 a.m..44 127.0.0.1	 CodeSection en 0
14/05/2017 02:17:52 p.m..62 127.0.0.1	 CodeSection en 0
14/05/2017 02:40:05 p.m..38 127.0.0.1	 CodeSection en 0
14/05/2017 02:46:07 p.m..66 127.0.0.1	 CodeSection en 0
14/05/2017 02:59:43 p.m..14 127.0.0.1	 CodeSection en 0
14/05/2017 03:15:49 p.m..42 127.0.0.1	 CodeSection en 0
14/05/2017 03:16:02 p.m..83 127.0.0.1	 CodeSection en 0
24/05/2017 05:49:26 p.m..56 127.0.0.1	 CodeSection en 0
24/05/2017 05:52:07 p.m..66 127.0.0.1	 CodeSection en 0
24/05/2017 05:52:14 p.m..54 127.0.0.1	 CodeSection en 0
24/05/2017 05:55:47 p.m..41 127.0.0.1	 CodeSection en 0
24/05/2017 06:12:00 p.m..71 127.0.0.1	 CodeSection en 0
24/05/2017 08:25:04 p.m..51 127.0.0.1	 CodeSection en 0
24/05/2017 08:36:55 p.m..89 127.0.0.1	 CodeSection en 0
24/05/2017 08:38:26 p.m..54 127.0.0.1	 CodeSection en 0
24/05/2017 08:47:01 p.m..61 127.0.0.1	 CodeSection en 0
24/05/2017 08:48:01 p.m..80 127.0.0.1	 CodeSection en 0
24/05/2017 08:52:01 p.m..98 127.0.0.1	 CodeSection en 0
24/05/2017 08:52:02 p.m..77 127.0.0.1	 CodeSection en 0
24/05/2017 08:53:01 p.m..83 127.0.0.1	 CodeSection en 0
28/05/2017 12:59:43 a.m..47 127.0.0.1	 CodeSection en 0
28/05/2017 11:26:39 a.m..20 127.0.0.1	 CodeSection en 0
28/05/2017 11:30:26 a.m..44 127.0.0.1	 CodeSection en 0
28/05/2017 11:31:48 a.m..16 127.0.0.1	 CodeSection en 0
28/05/2017 11:33:26 a.m..83 127.0.0.1	 CodeSection en 0
28/05/2017 11:40:58 a.m..83 127.0.0.1	 CodeSection en 0
28/05/2017 12:25:27 p.m..08 127.0.0.1	 CodeSection en 0
28/05/2017 12:31:32 p.m..45 127.0.0.1	 CodeSection en 0
28/05/2017 12:33:28 p.m..36 127.0.0.1	 CodeSection en 0
28/05/2017 12:39:56 p.m..42 127.0.0.1	 CodeSection en 0
28/05/2017 12:48:32 p.m..67 127.0.0.1	 CodeSection en 0
28/05/2017 12:50:28 p.m..50 127.0.0.1	 CodeSection en 0
28/05/2017 12:54:56 p.m..77 127.0.0.1	 CodeSection en 0
28/05/2017 12:55:33 p.m..33 127.0.0.1	 CodeSection en 0
28/05/2017 02:50:39 p.m..82 127.0.0.1	 CodeSection en 0
28/05/2017 03:15:30 p.m..27 127.0.0.1	 CodeSection en 0
28/05/2017 03:21:34 p.m..56 127.0.0.1	 CodeSection en 0
28/05/2017 03:29:07 p.m..22 127.0.0.1	 CodeSection en 0
28/05/2017 03:39:27 p.m..49 127.0.0.1	 CodeSection en 0
28/05/2017 03:58:54 p.m..40 127.0.0.1	 CodeSection en 0
28/05/2017 04:04:45 p.m..81 127.0.0.1	 CodeSection en 0
28/05/2017 04:08:04 p.m..21 127.0.0.1	 CodeSection en 0
28/05/2017 04:11:45 p.m..21 127.0.0.1	 CodeSection en 0
28/05/2017 05:04:38 p.m..63 127.0.0.1	 CodeSection en 0
28/05/2017 05:08:22 p.m..23 127.0.0.1	 CodeSection en 0
28/05/2017 05:30:21 p.m..76 127.0.0.1	 CodeSection en 0
28/05/2017 05:44:25 p.m..22 127.0.0.1	 CodeSection en 0
28/05/2017 08:22:45 p.m..55 127.0.0.1	 CodeSection en 0
28/05/2017 10:38:37 p.m..34 127.0.0.1	 CodeSection en 0
28/05/2017 10:40:05 p.m..02 127.0.0.1	 CodeSection en 0
28/05/2017 10:54:37 p.m..98 127.0.0.1	 CodeSection en 0
28/05/2017 10:56:53 p.m..02 127.0.0.1	 CodeSection en 0
03/06/2017 04:29:29 p.m..54 127.0.0.1	 CodeSection en 0
03/06/2017 04:30:35 p.m..36 127.0.0.1	 CodeSection en 0
03/06/2017 04:32:14 p.m..68 127.0.0.1	 CodeSection en 0
03/06/2017 04:40:28 p.m..27 127.0.0.1	 CodeSection en 0
04/06/2017 07:17:04 p.m..85 127.0.0.1	 CodeSection en 0
04/06/2017 07:22:07 p.m..31 127.0.0.1	 CodeSection en 0
04/06/2017 07:29:54 p.m..77 127.0.0.1	 CodeSection en 0
04/06/2017 07:57:45 p.m..44 127.0.0.1	 CodeSection en 0
04/06/2017 07:59:01 p.m..55 127.0.0.1	 CodeSection en 0
04/06/2017 08:08:30 p.m..35 127.0.0.1	 CodeSection en 0
04/06/2017 08:11:53 p.m..20 127.0.0.1	 CodeSection en 0
04/06/2017 08:14:58 p.m..39 127.0.0.1	 CodeSection en 0
04/06/2017 08:17:53 p.m..39 127.0.0.1	 CodeSection en 0
04/06/2017 08:24:53 p.m..60 127.0.0.1	 CodeSection en 0
04/06/2017 08:33:46 p.m..26 127.0.0.1	 CodeSection en 0
04/06/2017 08:40:31 p.m..04 127.0.0.1	 CodeSection en 0
10/06/2017 11:08:01 a.m..58 127.0.0.1	 CodeSection en 0
10/06/2017 11:13:27 a.m..15 127.0.0.1	 CodeSection en 0
10/06/2017 11:18:49 a.m..00 127.0.0.1	 CodeSection en 0
10/06/2017 11:22:14 a.m..16 127.0.0.1	 CodeSection en 0
10/06/2017 11:53:48 a.m..36 127.0.0.1	 CodeSection en 0
10/06/2017 12:18:23 p.m..34 127.0.0.1	 CodeSection en 0
10/06/2017 12:21:51 p.m..39 127.0.0.1	 CodeSection en 0
10/06/2017 12:25:17 p.m..79 127.0.0.1	 CodeSection en 0
10/06/2017 12:27:47 p.m..88 127.0.0.1	 CodeSection en 0
10/06/2017 12:28:33 p.m..01 127.0.0.1	 CodeSection en 0
10/06/2017 12:38:42 p.m..53 127.0.0.1	 CodeSection en 0
10/06/2017 12:45:15 p.m..50 127.0.0.1	 CodeSection en 0
10/06/2017 12:48:57 p.m..30 127.0.0.1	 CodeSection en 0
10/06/2017 05:34:06 p.m..93 127.0.0.1	 CodeSection en 0
10/06/2017 09:39:57 p.m..27 127.0.0.1	 CodeSection en 0
10/06/2017 09:42:05 p.m..35 127.0.0.1	 CodeSection en 0
10/06/2017 09:44:33 p.m..14 127.0.0.1	 CodeSection en 0
10/06/2017 10:39:05 p.m..25 127.0.0.1	 CodeSection en 0
10/06/2017 10:47:15 p.m..77 127.0.0.1	 CodeSection en 0
10/06/2017 10:49:20 p.m..52 127.0.0.1	 CodeSection en 0
10/06/2017 10:50:09 p.m..52 127.0.0.1	 CodeSection en 0
10/06/2017 10:50:39 p.m..43 127.0.0.1	 CodeSection en 0
10/06/2017 10:55:41 p.m..66 127.0.0.1	 CodeSection en 0
10/06/2017 11:07:47 p.m..26 127.0.0.1	 CodeSection en 0
10/06/2017 11:12:49 p.m..30 127.0.0.1	 CodeSection en 0
10/06/2017 11:15:22 p.m..76 127.0.0.1	 CodeSection en 0
10/06/2017 11:17:45 p.m..14 127.0.0.1	 CodeSection en 0
10/06/2017 11:19:21 p.m..65 127.0.0.1	 CodeSection en 0
10/06/2017 11:59:15 p.m..57 127.0.0.1	 CodeSection en 0
11/06/2017 01:14:20 a.m..71 127.0.0.1	 CodeSection en 0
11/06/2017 01:24:14 a.m..11 127.0.0.1	 CodeSection en 0
11/06/2017 01:24:20 a.m..13 127.0.0.1	 CodeSection en 0
11/06/2017 01:52:21 a.m..89 127.0.0.1	 CodeSection en 0
11/06/2017 08:36:48 a.m..29 127.0.0.1	 CodeSection en 0
11/06/2017 08:44:48 a.m..23 127.0.0.1	 CodeSection en 0
13/06/2017 08:25:45 p.m..95 127.0.0.1	 CodeSection en 0
13/06/2017 08:45:54 p.m..81 127.0.0.1	 CodeSection en 0
13/06/2017 08:48:33 p.m..78 127.0.0.1	 CodeSection en 0
13/06/2017 08:52:00 p.m..34 127.0.0.1	 CodeSection en 0
14/06/2017 07:49:03 p.m..58 127.0.0.1	 CodeSection en 0
14/06/2017 09:13:38 p.m..12 127.0.0.1	 CodeSection en 0
14/06/2017 09:35:31 p.m..52 127.0.0.1	 CodeSection en 0
14/06/2017 09:41:46 p.m..39 127.0.0.1	 CodeSection en 0
14/06/2017 09:54:01 p.m..60 127.0.0.1	 CodeSection en 0
14/06/2017 10:26:11 p.m..82 127.0.0.1	 CodeSection en 0
14/06/2017 10:27:32 p.m..89 127.0.0.1	 CodeSection en 0
14/06/2017 10:31:00 p.m..05 127.0.0.1	 CodeSection en 0
14/06/2017 10:33:22 p.m..77 127.0.0.1	 CodeSection en 0
14/06/2017 10:33:46 p.m..81 127.0.0.1	 CodeSection en 0
